original_word	pinyin	english	freq_per_mil	count_in_corpus
豆	dòu	bean/pea/CL:棵[ke1],粒[li4]/sacrificial vessel	24.0	1
悲哀	bēi āi	grieved/sorrowful	23.0	1
冲击	chōng jī	an attack/under attack/a shock	23.0	1
股市	gǔ shì	stock market	23.0	1
代理	dài lǐ	to act on behalf of sb in a responsible position/to act as an agent or proxy/surrogate	23.0	1
确保	què bǎo	to ensure/to guarantee	23.0	1
遭受	zāo shòu	to suffer/to sustain (loss, misfortune)	23.0	1
后者	hòu zhě	the latter	23.0	1
高潮	gāo cháo	high tide/high water/upsurge/climax/orgasm/chorus (part of a song)	23.0	1
约会	yuē huì	appointment/engagement/date/CL:次[ci4],個|个[ge4]/to arrange to meet	23.0	1
上前	shàng qián	to go forward/front upper	23.0	1
前途	qián tú	prospects/future outlook/journey	22.0	1
拿来	ná lái	to bring/to fetch/to get	22.0	1
国务院	Guó Wù Yuàn	State Council (PRC)/State Department (USA)	22.0	1
袭击	xí jī	attack (esp. surprise attack)/raid/to attack	22.0	1
未能	wèi néng	cannot/to fail to/unable to	22.0	1
隐藏	yǐn cáng	to hide/to conceal/to mask/to lie low/to nestle/to shelter/to harbor (i.e. keep sth hidden)/hidden/implicit/private/covert/recessed (lighting)/a hideout	22.0	1
电信	diàn xìn	telecommunications	22.0	1
扮演	bàn yǎn	to play the role of/to act	22.0	1
远离	yuǎn lí	to be far from/to keep away from	22.0	1
语音	yǔ yīn	voice/colloquial (rather than literary) pronunciation of a Chinese character	21.0	1
自豪	zì háo	(feel a sense of) pride/to be proud of sth (in a good way)	21.0	1
搞笑	gǎo xiào	funny/hilarious	21.0	1
赞同	zàn tóng	to approve of/to endorse/(vote) in favor	21.0	1
打量	dǎ liang	to size sb up/to take measure of/to suppose/to reckon	21.0	1
开设	kāi shè	to offer (goods or services)/to open (for business etc)	21.0	1
湾	wān	bay/gulf	21.0	1
籍	Jí; jí	surname Ji; book or record/registry/roll/place of one's family or ancestral records/membership	21.0	1
多多	duō duō	many/much/a lot/lots and lots/more/even more	21.0	1
律	lu:4	law	21.0	1
花费	huā fèi	expense/cost/to spend (time or money)/expenditure	21.0	1
团队	tuán duì	team	21.0	1
近年来	jìn nián lái	for the past few years	21.0	1
早期	zǎo qī	early period/early phase/early stage	21.0	1
抵达	dǐ dá	to arrive/to reach (a destination)	21.0	1
日益	rì yì	day by day/more and more/increasingly/more and more with each passing day	21.0	1
活力	huó lì	energy/vitality/vigor/vital force	21.0	1
氛围	fēn wéi	ambience/atmosphere	21.0	1
基于	jī yú	because of/on the basis of/in view of/on account of	21.0	1
纪录	jì lù	record	20.0	1
生态	shēng tài	way of life/ecology	20.0	1
近日	jìn rì	in the past few days/recently/in the last few days	20.0	1
几千	jǐ qiān	several thousand	20.0	1
不理	bù lǐ	to refuse to acknowledge/to pay no attention to/to take no notice of/to ignore	20.0	1
儿女	ér nu:3	children/sons and daughters	20.0	1
与其	yǔ qí	rather than.../與其|与其 A 不如 B (rather than A, better to B)	20.0	1
面向	miàn xiàng	to face/to turn towards/to incline to/geared towards/catering for/-oriented/facial feature/appearance/aspect/facet	20.0	1
强化	qiáng huà	to strengthen/to intensify	20.0	1
精致	jīng zhì	delicate/fine/exquisite/refined	20.0	1
偶像	ǒu xiàng	idol	20.0	1
炮	bāo; páo; pào	to sauté/to fry/to dry by heating; to prepare herbal medicine by roasting or parching (in a pan); cannon/CL:座[zuo4]/firecracker	20.0	1
长发	cháng fà	long hair	20.0	1
乃至	nǎi zhì	and even/to go so far as to	20.0	1
塑料	sù liào	plastics/CL:種|种[zhong3]	20.0	1
精英	jīng yīng	cream/elite/essence/quintessence	20.0	1
自称	zì chēng	to call oneself/to claim to be/to profess/to claim a title	19.0	1
繁华	fán huá	flourishing/bustling	19.0	1
前景	qián jǐng	foreground/vista/(future) prospects/perspective	19.0	1
亲密	qīn mì	intimate/close	19.0	1
注定	zhù dìng	to be destined/to be fated/to be doomed	19.0	1
割	gē	to cut/to cut apart	19.0	1
会谈	huì tán	talks/discussions/CL:次[ci4]	19.0	1
悬	xuán	to hang or suspend/to worry/public announcement/unresolved/baseless/without foundation	19.0	1
跟踪	gēn zōng	to follow sb's tracks/to tail/to shadow	19.0	1
出台	chū tái	to officially launch (a policy, program etc)/to appear on stage/to appear publicly/prostitution	19.0	1
严厉	yán lì	severe/strict	19.0	1
条例	tiáo lì	regulations/rules/code of conduct/ordinances/statutes	19.0	1
借口	jiè kǒu	to use as an excuse/on the pretext/excuse/pretext	19.0	1
直至	zhí zhì	lasting until/up till (the present)	19.0	1
暗示	àn shì	to hint/to suggest/suggestion/hint	19.0	1
家园	jiā yuán	home/homeland	19.0	1
而后	ér hòu	after that/then	19.0	1
胡子	hú zi	beard/mustache or whiskers/facial hair/CL:撮[zuo3],根[gen1]/(coll.) bandit	19.0	1
年初	nián chū	beginning of the year	19.0	1
清理	qīng lǐ	to clear up/to tidy up/to dispose of	19.0	1
极端	jí duān	extreme	19.0	1
志愿者	zhì yuàn zhě	volunteer	19.0	1
惊奇	jīng qí	to be amazed/to be surprised/to wonder	18.0	1
理智	lǐ zhì	reason/intellect/rationality	18.0	1
是非	shì fēi	right and wrong/quarrel	18.0	1
玩意	wán yì	toy/plaything/thing/act/trick (in a performance, stage show, acrobatics etc)	18.0	1
特定	tè dìng	special/specific/designated/particular	18.0	1
大方	dà fāng; dà fang	expert/scholar/mother earth/a type of green tea; generous/magnanimous/stylish/in good taste/easy-mannered/natural and relaxed	18.0	1
信念	xìn niàn	faith/belief/conviction	18.0	1
小心翼翼	xiǎo xīn yì yì	cautious and solemn (idiom); very carefully/prudent/gently and cautiously	18.0	1
两者	liǎng zhě	both sides	18.0	1
所能	suǒ néng	according to one's capabilities/what sb is capable of	18.0	1
强奸	qiáng jiān	rape	18.0	1
顾	Gù; gù	surname Gu; to look after/to take into consideration/to attend to	18.0	1
占据	zhàn jù	to occupy/to hold	18.0	1
会长	huì zhǎng	president of a club, committee etc	18.0	1
中学生	zhōng xué shēng	middle-school student/high school student	18.0	1
入口	rù kǒu	entrance	18.0	1
外界	wài jiè	the outside world/external	18.0	1
质疑	zhì yí	to call into question/to question (truth or validity)	18.0	1
创办	chuàng bàn	to establish/to found/to launch	18.0	1
分离	fēn lí	to separate	18.0	1
抖	dǒu	to tremble/to shake out/to reveal/to make it in the world	18.0	1
不明	bù míng	not clear/unknown/to fail to understand	18.0	1
屋顶	wū dǐng	roof/CL:個|个[ge4]	18.0	1
场地	chǎng dì	space/site/place/sports pitch	18.0	1
志愿	zhì yuàn	aspiration/ambition/to volunteer	18.0	1
个头	gè tóu	size/height	17.0	1
骑车	qí chē	to cycle	17.0	1
在乎	zài hu	determined by/to care about/to mind	17.0	1
职员	zhí yuán	office worker/staff member/CL:個|个[ge4],位[wei4]	17.0	1
电视机	diàn shì jī	television set/CL:臺|台[tai2]	17.0	1
视野	shì yě	field of view/horizon	17.0	1
席	Xí; xí	surname Xi; woven mat/seat/banquet/place in a democratic assembly/classifier for banquets, conversations etc	17.0	1
冷漠	lěng mò	cold and detached towards sb/lack of regard/indifference/neglect	17.0	1
不在乎	bù zài hu	not to care	17.0	1
拥挤	yōng jǐ	crowded/to throng/congestion	17.0	1
不利	bù lì	unfavorable/disadvantageous/harmful/detrimental	17.0	1
育	yù	to have children/to raise or bring up/to educate	17.0	1
祖	Zǔ; zǔ	surname Zu; ancestor/forefather/grandparents	17.0	1
过度	guò dù	excessive/over-/excess/going too far/extravagant/intemperate/overdue	17.0	1
当晚	dàng wǎn	that evening/the same evening	17.0	1
拦	lán	to cut off/to hinder	17.0	1
罐	guàn	can/jar/pot	17.0	1
症状	zhèng zhuàng	symptom (of an illness)	17.0	1
应对	yìng duì	response/to answer/to reply	17.0	1
鸣	míng	to cry (of birds)	17.0	1
排除	pái chú	to eliminate/to remove/to exclude/to rule out	17.0	1
毛巾	máo jīn	towel/CL:條|条[tiao2]	17.0	1
爱好者	ài hào zhě	lover (of art, sports etc)/amateur/enthusiast/fan	17.0	1
盒子	hé zi	case	17.0	1
饭菜	fàn cài	food	17.0	1
延伸	yán shēn	to extend/to spread	16.0	1
一心	yī xīn	wholeheartedly/heart and soul	16.0	1
看好	kàn hǎo	optimistic (about the outcome)/bullish/to think highly of/to support	16.0	1
不便	bù biàn	inconvenient/inappropriate/unsuitable/short of cash	16.0	1
无不	wú bù	none lacking/none missing/everything is there/everyone without exception	16.0	1
店铺	diàn pù	store/shop	16.0	1
议员	yì yuán	member (of a legislative body)/representative	16.0	1
诸多	zhū duō	(used for abstract things) a good deal, a lot of	16.0	1
资本主义	zī běn zhǔ yì	capitalism	16.0	1
全力	quán lì	with all one's strength/full strength/all-out (effort)/fully (support)	16.0	1
诉	sù	to complain/to sue/to tell	16.0	1
张开	zhāng kāi	to open up/to spread/to extend	16.0	1
谨慎	jǐn shèn	cautious/prudent	16.0	1
升起	shēng qǐ	to raise/to hoist/to rise	16.0	1
周六	zhōu liù	Saturday	16.0	1
处罚	chǔ fá	to penalize/to punish	16.0	1
停车场	tíng chē chǎng	parking lot/car park	16.0	1
混合	hùn hé	to mix/to blend	16.0	1
炸弹	zhà dàn	bomb/CL:枚[mei2],顆|颗[ke1]	16.0	1
振	zhèn	to shake/to flap/to vibrate/to resonate/to rise up with spirit/to rouse oneself	16.0	1
红旗	Hóng qí; hóng qí	Red flag city district/Hongqi district of Xinxiang city 新鄉市|新乡市[Xin1 xiang1 shi4], Henan; red flag/CL:面[mian4]	15.0	1
以至于	yǐ zhì yú	down to/up to/to the extent that...	15.0	1
西南	xī nán	southwest	15.0	1
麻木	má mù	numb/insensitive/apathetic	15.0	1
循环	xún huán	to cycle/to circulate/circle/loop	15.0	1
被动	bèi dòng	passive	15.0	1
嘲笑	cháo xiào	to jeer at/to deride/to ridicule/mockery/derision	15.0	1
圈子	quān zi	circle/ring	15.0	1
制止	zhì zhǐ	to curb/to put a stop to/to stop/to check/to limit	15.0	1
保守	bǎo shǒu	conservative/to guard/to keep	15.0	1
听起来	tīng qi lai	to sound like	15.0	1
沈	Shěn; chén	surname Shen/place name; variant of 沉[chen2], to submerge/to immerse/to sink/to keep down/to lower/to drop/deep/profound/heavy	15.0	1
制服	zhì fú	to subdue/to check/to bring under control/(in former times) what one is allowed to wear depending on social status/uniform (army, party, school etc)/livery (for company employees)/CL:套[tao4]	15.0	1
时分	shí fēn	time/period during the day/one of the 12 two-hour periods enumerated by the earthly branches 地支	15.0	1
联邦	lián bāng	federal/federation/commonwealth/federal union/federal state/union	15.0	1
整合	zhěng hé	to conform/to integrate	15.0	1
点评	diǎn píng	to comment/a point by point commentary	15.0	1
对抗	duì kàng	to withstand/to resist/to stand off/antagonism/confrontation	15.0	1
郭	Guō; guō	surname Guo; outer city wall	15.0	1
警惕	jǐng tì	to be on the alert/vigilant/alert/on guard/to warn	15.0	1
捐赠	juān zèng	to contribute (as a gift)/to donate/benefaction	15.0	1
美味	měi wèi	delicious/delicious food/delicacy	15.0	1
风暴	fēng bào	storm/violent commotion/fig. crisis (e.g. revolution, uprising, financial crisis etc)	14.0	1
月中	yuè zhōng	middle of month	14.0	1
标签	biāo qiān	label/tag/tab (of a window) (computing)	14.0	1
熟人	shú rén	acquaintance/friend	14.0	1
形态	xíng tài	shape/form/pattern/morphology	14.0	1
消耗	xiāo hào	to use up/to consume	14.0	1
不觉	bù jué	unconsciously	14.0	1
融入	róng rù	to blend into/to integrate/to assimilate/to merge	14.0	1
上台	shàng tái	to rise to power (in politics)/to go on stage (in the theater)	14.0	1
赞美	zàn měi	to admire/to praise/to eulogize	14.0	1
纠纷	jiū fēn	a dispute/entanglement (law)	14.0	1
好心	hǎo xīn	kindness/good intentions	14.0	1
抵抗	dǐ kàng	to resist/resistance	14.0	1
穆斯林	Mù sī lín	Muslim	14.0	1
口音	kǒu yīn; kǒu yin	oral speech sounds (linguistics); voice/accent	14.0	1
撤	chè	to remove/to take away/to withdraw	14.0	1
扩展	kuò zhǎn	to extend/to expand/extension/expansion	14.0	1
权限	quán xiàn	limits to authority/scope of one's jurisdiction	14.0	1
古怪	gǔ guài	eccentric/grotesque/oddly/queer	14.0	1
仇恨	chóu hèn	to hate/hatred/enmity/hostility	14.0	1
瓶子	píng zi	bottle/CL:個|个[ge4]	14.0	1
舔	tiǎn	to lick/to lap	14.0	1
海关	hǎi guān	customs (i.e. border crossing inspection)/CL:個|个[ge4]	14.0	1
校友	xiào yǒu	schoolmate/alumnus/alumna	14.0	1
昌	Chāng; chāng	surname Chang; prosperous/flourishing	13.0	1
谴责	qiǎn zé	to denounce/to condemn/to criticize/condemnation/criticism	13.0	1
身为	shēn wéi	in the capacity of/as	13.0	1
过客	guò kè	passing traveler/transient guest/sojourner	13.0	1
隔离	gé lí	to separate/to isolate	13.0	1
执政	zhí zhèng	to hold power/in office	13.0	1
用法	yòng fǎ	usage	13.0	1
数百	shù bǎi	several hundred	13.0	1
被告	bèi gào	defendant	13.0	1
此类	cǐ lèi	this kind/these kinds/such	13.0	1
授予	shòu yǔ	to award/to confer	13.0	1
赋予	fù yǔ	to assign/to entrust (a task)/to give/to bestow	13.0	1
天亮	tiān liàng	dawn/daybreak	13.0	1
笼罩	lǒng zhào	to envelop/to shroud	13.0	1
缓解	huǎn jiě	to blunt/to dull/to ease/to help relieve (a crisis)/to alleviate (pain)	13.0	1
认知	rèn zhī	cognition/to acknowledge	13.0	1
监控	jiān kòng	to monitor	13.0	1
处境	chǔ jìng	plight/unfavorable situation	13.0	1
佬	lǎo	male/man (Cantonese)	13.0	1
亮相	liàng xiàng	a still pose on stage/to appear in public/to reveal one's position/to see the light of day	13.0	1
侮辱	wǔ rǔ	to insult/to humiliate/dishonor	13.0	1
海报	hǎi bào	poster/playbill/notice	13.0	1
开枪	kāi qiāng	to open fire/to shoot a gun	13.0	1
弓	Gōng; gōng	surname Gong; a bow (weapon)/CL:張|张[zhang1]	13.0	1
外部	wài bù	external part/external	13.0	1
周五	zhōu wǔ	Friday	13.0	1
类别	lèi bié	classification/category	13.0	1
前线	qián xiàn	front line/military front/workface/cutting edge	13.0	1
框架	kuàng jià	frame/framework/fig. pattern/outline/organizing plan	12.0	1
擅长	shàn cháng	to be good at/to be expert in	12.0	1
反感	fǎn gǎn	to be disgusted with/to dislike/bad reaction/antipathy	12.0	1
农民工	nóng mín gōng	migrant workers	12.0	1
眼下	yǎn xià	now/at present/subocular (medicine)	12.0	1
涛	tāo	big wave	12.0	1
协商	xié shāng	to consult with/to talk things over/agreement	12.0	1
焦虑	jiāo lu:4	anxious/worried/apprehensive	12.0	1
上空	shàng kōng	overhead/in the sky	12.0	1
敢于	gǎn yú	to have the courage to do sth/to dare to/bold in	12.0	1
披露	pī lù	to reveal/to publish/to make public/to announce	12.0	1
幼稚	yòu zhì	young/childish/naive	12.0	1
致命	zhì mìng	fatal/mortal/deadly/to sacrifice one's life	12.0	1
投降	tóu xiáng	to surrender/surrender	12.0	1
按时	àn shí	on time/before deadline/on schedule	12.0	1
隧道	suì dào	tunnel	12.0	1
流利	liú lì	fluent	12.0	1
过渡	guò dù	to cross over (by ferry)/transition/interim/caretaker (administration)	12.0	1
监管	jiān guǎn	to oversee/to take charge of/to supervise/to administer/supervisory/supervision	12.0	1
设法	shè fǎ	to try/to make an attempt/to think of a way (to accomplish sth)	12.0	1
哈利	Hā lì	Harry	12.0	1
安娜	Ān nà	Anna (person's name)	12.0	1
授课	shòu kè	to teach/to give lessons	12.0	1
摆放	bǎi fàng	to set up/to arrange/to lay out	12.0	1
前夕	qián xī	eve/the day before	11.0	1
券	quàn	bond (esp. document split in two, with each party holding one half)/contract/deed (i.e. title deeds)/ticket/voucher/certificate	11.0	1
搜集	sōu jí	to gather/to collect	11.0	1
有机	yǒu jī	organic	11.0	1
变为	biàn wéi	to change into	11.0	1
狭窄	xiá zhǎi	narrow	11.0	1
迎面	yíng miàn	directly/head-on (collision)/in one's face (of wind)	11.0	1
妥协	tuǒ xié	to compromise/to reach terms/a compromise	11.0	1
朴素	pǔ sù	plain and simple/unadorned/simple living/not frivolous	11.0	1
长远	cháng yuǎn	long-term/long-range	11.0	1
前辈	qián bèi	senior/older generation/precursor	11.0	1
拘留	jū liú	to detain (a prisoner)/to keep sb in custody	11.0	1
警官	jǐng guān	constable/police officer	11.0	1
迟疑	chí yí	to hesitate	11.0	1
主观	zhǔ guān	subjective	11.0	1
响应	xiǎng yìng	to respond to/answer/CL:個|个[ge4]	11.0	1
违背	wéi bèi	to violate/to be contrary to	11.0	1
干预	gān yù	to meddle/to intervene/intervention	11.0	1
锡	xī	tin (chemistry)/to bestow/to confer/to grant/Taiwan pr. [xi2]	11.0	1
近乎	jìn hu	close to/intimate	11.0	1
增添	zēng tiān	to add/to increase	11.0	1
亲手	qīn shǒu	personally/with one's own hands	11.0	1
体育馆	tǐ yù guǎn	gym/gymnasium/stadium/CL:個|个[ge4]	11.0	1
鄙视	bǐ shì	to despise/to disdain/to look down upon	10.0	1
畅	chàng	free/unimpeded/smooth/at ease/free from worry/fluent	10.0	1
贪污	tān wū	corruption	10.0	1
一月	Yī yuè	January/first month (of the lunar year)	10.0	1
破产	pò chǎn	to go bankrupt/to become impoverished/bankruptcy	10.0	1
存储	cún chǔ	to store up/to stockpile/(computer) to save/to store/memory/storage	10.0	1
董事会	dǒng shì huì	board of directors	10.0	1
蔓延	màn yán	to extend/to spread	10.0	1
围墙	wéi qiáng	enclosure/CL:道[dao4]	10.0	1
遵循	zūn xún	to follow/to abide by/to comply with/compliance	9.9	1
了事	liǎo shì	to dispose of a matter/to be done with it	9.9	1
不一	bù yī	to vary/to differ	9.9	1
物体	wù tǐ	object/body/substance	9.9	1
射击	shè jī	to shoot/to fire (a gun)	9.9	1
增大	zēng dà	to enlarge/to amplify/to magnify	9.8	1
更深	gēng shēn	deep at night	9.8	1
名校	míng xiào	famous school	9.7	1
急于	jí yú	anxious/impatient	9.7	1
推翻	tuī fān	to overthrow	9.7	1
制成	zhì chéng	to manufacture/to turn out (a product)	9.7	1
依照	yī zhào	according to/in light of	9.6	1
倾诉	qīng sù	to say everything (that is on one's mind)	9.6	1
有意义	yǒu yì yì	to make sense/to have meaning/to have significance/meaningful/significant/worthwhile/important/interesting	9.6	1
火星	Huǒ xīng; huǒ xīng	Mars (planet); spark	9.6	1
巡	xún	to patrol/to make one's rounds	9.5	1
芯片	xīn piàn	computer chip/microchip	9.5	1
恶化	è huà	to worsen	9.4	1
纳入	nà rù	to bring into/to channel into/to integrate into/to incorporate	9.4	1
举止	jǔ zhǐ	bearing/manner/mien	9.4	1
双臂	shuāng bì	arms/both arms/two arms	9.4	1
毫不犹豫	háo bù yóu yù	without the slightest hesitation	9.4	1
不久前	bù jiǔ qián	not long ago	9.4	1
滚滚	gǔn gǔn	to surge on/to roll on	9.4	1
纪录片	jì lù piàn	newsreel/documentary (film or TV program)/CL:部[bu4]	9.3	1
信誉	xìn yù	prestige/distinction/reputation/trust	9.2	1
一回事	yī huí shì	one thing/the same as	9.2	1
相连	xiāng lián	to link/to join/link/connection	9.2	1
揽	lǎn	to monopolize/to seize	9.1	1
辩护	biàn hù	to speak in defense of/to argue in favor of/to defend/to plead	9.1	1
旗帜	qí zhì	ensign/flag	9.1	1
过往	guò wǎng	to come and go/to have friendly relations with/in the past/previous	9.0	1
只顾	zhǐ gù	solely preoccupied (with one thing)/engrossed/focusing (on sth)/to look after only one aspect	9.0	1
排斥	pái chì	to reject/to exclude/to eliminate/to remove/to repel	9.0	1
东亚	dōng yà	East Asia	9.0	1
产物	chǎn wù	product/result (of)	9.0	1
人手	rén shǒu	manpower/staff/human hand	9.0	1
粉碎	fěn suì	to crush/to smash/to shatter	9.0	1
高中生	gāo zhōng shēng	senior high school student	9.0	1
悬挂	xuán guà	to suspend/to hang/suspension (cable car)	8.9	1
行事	xíng shì	to execute/to handle/behavior/action/conduct	8.9	1
敦	dūn	kind-hearted/place name	8.8	1
推迟	tuī chí	to postpone/to put off/to defer	8.8	1
突发	tū fā	to burst out suddenly/sudden outburst	8.7	1
重组	chóng zǔ	to reorganize/to recombine/recombination	8.6	1
来访	lái fǎng	to pay a visit	8.6	1
无耻	wú chǐ	without any sense of shame/unembarrassed/shameless	8.5	1
特权	tè quán	prerogative/privilege/privileged	8.5	1
做错	zuò cuò	to make an error	8.5	1
密集	mì jí	concentrated/crowded together/intensive/compressed	8.5	1
克制	kè zhì	to restrain/to control/restraint/self-control	8.4	1
发型	fà xíng	hairstyle/coiffure/hairdo	8.4	1
自治	zì zhì	autonomy	8.4	1
分公司	fēn gōng sī	subsidiary company/branch office	8.4	1
人道	rén dào	human sympathy/humanitarianism/humane/the "human way", one of the stages in the cycle of reincarnation (Buddhism)/sexual intercourse	8.3	1
日渐	rì jiàn	to progress (or increase, change etc) day by day/more (or better etc) with each passing day	8.3	1
烟雾	yān wù	smoke/mist/vapor/smog/fumes	8.3	1
救援	jiù yuán	to save/to support/to help/to assist	8.2	1
听取	tīng qǔ	to hear (news)/to listen to	8.2	1
确信	què xìn	to be convinced/to be sure/to firmly believe/to be positive that/definite news	8.1	1
可可	kě kě	cocoa (loanword)	8.1	1
砖头	zhuān tou	brick	8.0	1
罢工	bà gōng	a strike/to go on strike	8.0	1
欢快	huān kuài	cheerful and lighthearted/lively	8.0	1
压制	yā zhì	to suppress/to inhibit/to stifle	8.0	1
来源于	lái yuán yú	to originate in	7.9	1
议会	yì huì	parliament/legislative assembly	7.9	1
晚间	wǎn jiān	evening/night	7.9	1
融资	róng zī	financing	7.9	1
酝酿	yùn niàng	(of alcohol) to ferment/(of a crisis) to be brewing/to mull over (an issue)/to hold exploratory discussions	7.8	1
过时	guò shí	old-fashioned/out of date	7.8	1
武力	wǔ lì	military force	7.8	1
加州	Jiā zhōu	California	7.8	1
创造性	chuàng zào xìng	creativeness/creativity	7.8	1
愉悦	yú yuè	joyful/cheerful/delighted/joy/delight	7.8	1
确	què	authenticated/solid/firm; authenticated/solid/firm/real/true	7.7	1
口吻	kǒu wěn	tone of voice/connotation in intonation/accent (regional etc)/snout/muzzle/lips/protruding portion of an animal's face	7.7	1
自制	zì zhì	to maintain self-control/self-control; self-made/improvised/homemade/handmade	7.7	1
下周	xià zhōu	next week	7.7	1
含糊	hán hú	obscurity/vague	7.6	1
搜索引擎	sōu suǒ yǐn qíng	Internet search engine	7.5	1
竖起	shù qǐ	to erect (a tent etc)/to prick up (one's ears)/to raise (one's eyebrows)/to stick up (one's thumb)/to turn up (one's collar)/(of a bird) to puff up (one's feathers)	7.5	1
空荡荡	kōng dàng dàng	absolutely empty (space)/complete vacuum	7.4	1
自然而然	zì rán ér rán	involuntary/automatically	7.4	1
罐头	guàn tou	tin/can/CL:個|个[ge4]	7.4	1
上诉	shàng sù	to appeal (a judicial case)/appeal	7.3	1
大体	dà tǐ	in general/more or less/in rough terms/basically/on the whole	7.3	1
各处	gè chù	every place	7.3	1
有希望	yǒu xī wàng	hopeful/promising/prospective	7.2	1
用以	yòng yǐ	in order to/so as to	7.2	1
进化	jìn huà	evolution/CL:個|个[ge4]	7.2	1
地盘	dì pán	domain/territory under one's control/foundation of a building/base of operations/crust of earth	7.2	1
贯	guàn	to pierce through/to pass through/to be stringed together/string of 1000 cash	7.1	1
店员	diàn yuán	shop assistant/salesclerk/salesperson	7.1	1
启用	qǐ yòng	to start using/(computing) to enable (a feature)	7.1	1
境地	jìng dì	circumstances	7.1	1
身处	shēn chǔ	in (some place)/to be in (adversity, a difficult situation, danger, turmoil etc)/to find oneself in/placed in/surrounded by	7.0	1
交涉	jiāo shè	to negotiate/relating to	7.0	1
佐	zuǒ	to assist/assistant/aide/to accompany	7.0	1
肌	jī	flesh/muscle	7.0	1
惋惜	wǎn xī	to regret/to feel that it is a great pity/to feel sorry for sb	6.9	1
欧洲人	Ōu zhōu rén	European (person)	6.9	1
撤退	chè tuì	to retreat	6.9	1
巨头	jù tóu	tycoon/magnate/big player (including company, country, school etc)/big shot	6.9	1
旧金山	Jiù jīn shān	San Francisco, California	6.9	1
学年	xué nián	academic year	6.8	1
国籍	guó jí	nationality	6.8	1
片段	piàn duàn	fragment (of speech etc)/extract (from book etc)/episode (of story etc)	6.8	1
尧	Yáo	surname Yao/Yao or Tang Yao (c. 2200 BC), one of Five legendary Emperors 五帝, second son of Di Ku 帝嚳|帝喾	6.7	1
上月	shàng yuè	last month	6.7	1
略带	lu:è dài	to mention briefly	6.7	1
概率	gài lu:4	probability (math.)	6.6	1
游荡	yóu dàng	to wander/to roam about/to loaf about/to be idle	6.6	1
守护	shǒu hù	to guard/to protect	6.5	1
捕	bǔ	to catch/to seize/to capture	6.5	1
缓和	huǎn hé	to ease (tension)/to alleviate/to moderate/to allay/to make more mild	6.5	1
着装	zhuó zhuāng	dress/clothes/outfit	6.5	1
势头	shì tóu	power/momentum/tendency/impetus/situation/the look of things	6.4	1
传言	chuán yán	rumor/hearsay	6.4	1
五官	wǔ guān	five sense organs of traditional Chinese medicine (nose eyes lips tongue ears 鼻目口舌耳)/facial features	6.4	1
起草	qǐ cǎo	draft (a bill)/draw up (plans)	6.4	1
着火	zháo huǒ	to ignite/to burn	6.4	1
对视	duì shì	to look face to face	6.3	1
采集	cǎi jí	to gather/to collect/to harvest	6.3	1
让步	ràng bù	to concede/to give in/to yield/a concession	6.2	1
几时	jǐ shí	what time?/when?	6.2	1
腼腆	miǎn tiǎn	shy/bashful	6.2	1
痛心	tòng xīn	grieved/pained	6.1	1
叙利亚	Xù lì yà	Syria	6.1	1
搬迁	bān qiān	to move/to relocate/removal	6.1	1
汹涌	xiōng yǒng	to surge up violently (of ocean, river, lake etc)/turbulent	6.1	1
全天	quán tiān	whole day	6.1	1
摊位	tān wèi	vendor's booth	6.1	1
肢体	zhī tǐ	limbs/limbs and trunk/body	5.9	1
投身	tóu shēn	to throw oneself into sth	5.9	1
不一会	bù yī huì	soon	5.9	1
滥	làn	overflowing/excessive/indiscriminate	5.9	1
捍卫	hàn wèi	to defend/to uphold/to safeguard	5.9	1
误导	wù dǎo	to mislead/to misguide/misleading/misguided	5.9	1
圣地	shèng dì	holy land (of a religion)/sacred place/shrine/holy city (such as Jerusalem, Mecca etc)/center of historic interest	5.9	1
煽动	shān dòng	to incite/to instigate	5.8	1
开庭	kāi tíng	to begin a (judicial) court session	5.8	1
高压	gāo yā	high pressure/high-handed	5.8	1
制裁	zhì cái	to punish/punishment/sanctions (incl. economic)	5.8	1
集市	jí shì	market/bazaar/fair	5.8	1
捆绑	kǔn bǎng	to bind	5.7	1
实时	shí shí	(in) real time/instantaneous	5.7	1
伤员	shāng yuán	wounded person	5.7	1
华为	Huá wèi	Huawei (brand)	5.7	1
下身	xià shēn	lower part of the body/genitalia/trousers	5.7	1
妥善	tuǒ shàn	appropriate/proper	5.6	1
公用	gōng yòng	public/for public use	5.6	1
学生证	xué sheng zhèng	student identity card	5.6	1
钉子	dīng zi	nail/snag/saboteur	5.6	1
太极	Tài jí	the Absolute or Supreme Ultimate, the source of all things according to some interpretations of Chinese mythology	5.6	1
领导者	lǐng dǎo zhě	leader	5.5	1
残留	cán liú	to remain/left over/surplus/remnant	5.5	1
肆无忌惮	sì wú jì dàn	absolutely unrestrained/unbridled/without the slightest scruple	5.5	1
爱国主义	ài guó zhǔ yì	patriotism	5.5	1
颁	bān	to promulgate/to send out/to issue/to grant or confer	5.5	1
面包车	miàn bāo chē	van for carrying people/taxi minibus	5.5	1
理工	lǐ gōng	science and engineering as academic subjects	5.5	1
总的来说	zǒng de lái shuō	generally speaking/to sum up/in summary/in short	5.4	1
混淆	hùn xiáo	to obscure/to confuse/to mix up/to blur/to mislead	5.4	1
纳税人	nà shuì rén	taxpayer	5.4	1
本质上	běn zhì shàng	essentially/inherent	5.4	1
